English Text,Screen/Context,Notes
❌ Error loading friends: $e,Leaderboard Controller (Common/Shared),"String Literal, Contains variable placeholder, Error message"
No season selected,Leaderboard Controller (Common/Shared),"String Literal, Likely button label - keep concise"
); errorMessage.value =,Leaderboard Controller (Common/Shared),"String Literal, Likely button label - keep concise, Error message"
❌ Error updating user rank: $e,Leaderboard Controller (Common/Shared),"String Literal, Contains variable placeholder, Error message"
❌ Error refreshing user XP: $e,Leaderboard Controller (Common/Shared),"String Literal, Contains variable placeholder, Error message"
❌ Error searching users: $e,Leaderboard Controller (Common/Shared),"String Literal, Contains variable placeholder, Error message"
❌ Error getting stats: $e,Leaderboard Controller (Common/Shared),"String Literal, Contains variable placeholder, Error message"
; return false; } } catch (e) { errorMessage.value =,Race Creation Controller (Common/Shared),"String Literal, Contains variable placeholder, Error message"
today,Home Screen Controller (Common/Shared),"String Literal, Likely button label - keep concise"
Initializing...,Home Screen Controller (Common/Shared),"String Literal, Likely button label - keep concise"
: // Week data is updated via statistics break; case,Home Screen Controller (Common/Shared),String Literal
week,Home Screen Controller (Common/Shared),"String Literal, Likely button label - keep concise"
month,Home Screen Controller (Common/Shared),"String Literal, Likely button label - keep concise"
"(\d{1,3})(?=(\d{3})+(?!\d))",Home Screen Controller (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
"${m[1]},",Home Screen Controller (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
${todayCalories.value} cal,Home Screen Controller (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
${hours}h ${mins}m,Home Screen Controller (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
${mins}m,Home Screen Controller (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
Alex,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Michael,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
David,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
James,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
John,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Robert,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Daniel,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Chris,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Matthew,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Ryan,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Kevin,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Brian,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Andrew,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Thomas,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Brandon,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Jason,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Justin,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Eric,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Adam,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Steven,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Joshua,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Nathan,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Tyler,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Jacob,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Aaron,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Kyle,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Ian,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Luke,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Sean,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Mark,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Paul,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Peter,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Patrick,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Sarah,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Emily,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Jessica,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Ashley,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Jennifer,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Amanda,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Stephanie,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Lauren,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Rachel,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Nicole,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Samantha,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Melissa,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Lisa,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Amy,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Rebecca,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Laura,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Brittany,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Megan,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Hannah,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Emma,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Olivia,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Sophia,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Isabella,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Madison,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Abigail,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Chloe,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Grace,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Victoria,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Natalie,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Anna,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Julia,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Jordan,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Taylor,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Casey,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Morgan,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Riley,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Avery,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Quinn,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Cameron,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Dakota,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Skylar,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Parker,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
